media,date,title,text,text_length,url,matched_keywords
People.cn,2024/1/5,双辽市法院：彩礼退还起纷争 法官规劝平事端,双辽市人民法院双山人民法庭成功调解一起离婚纠纷案件，经承办法官耐心倾听暖心沟通，双方和平解除了婚姻关系。 2022年经媒人介绍柴某与包某相识，于2023年结婚，礼金为15万元，婚后双方经常发生争吵，包某于2023年5月离家出走，柴某多次前往包某处求和接其回家，包某要求柴某每个月支付其3千元生活费否则拒不回家。 柴某认为夫妻之间应当互帮互助，而包某每月要求自己支付3千元生活费的主张，明显是不愿意继续与其生活，将婚姻完全化为金钱，毫无夫妻感情。因柴某系举债支付的彩礼款，导致其生活困难，另包某实际与自己仅共同生活四个月有余，在与媒人及包某父母沟通复合无果后，柴某无奈将包某诉至双山人民法庭。 承办法官接到案件后，第一时间联系双方深入了解情况。经了解原、被告因婚后共同生活时间较短，生活不幸福导致走到离婚这一步。原告希望被告返还彩礼款，但被告认为是原告提出的离婚，坚决不同意退还彩礼款。 鉴于双方意见分歧较大，承办法官首先让双方当事人陈述各自的诉求以及相关事实，向原、被告释明返还彩礼的相关法律规定，之后从当地的风俗习惯、经济水平、彩礼的使用、消耗等因素进行“背对背”调解，并采取“熟人劝和”的方式，对双方当事人交心交谈，在承办法官耐心的疏导下，原、被告解开了心结，当庭达成调解协议，被告返还彩礼四万八千元，并当天予以给付。 下一步，双山人民法庭将继续坚持“能调则调、当判则判、调判结合”的审判理念，把“以人民为中心”的工作理念贯穿到日常工作之中，积极主动作为，真正做到解民忧、纾民困、暖民心，让人民群众感受到司法的温度，有力维护社会的公平公正，营造和谐良好的法治氛围。（双辽市法院）,691,http://jl.people.com.cn/n2/2024/0105/c349771-40704211.html,婚姻;结婚;离婚;彩礼;夫妻
People.cn,2024/1/9,双辽市法院：倾心调解婚姻纠纷 化解矛盾促和谐,双辽市人民法院双山人民法庭法官成功调解了一起离婚纠纷案件，既妥善处理了夫妻双方的矛盾，也有效维护了未成年子女的合法权益。 李某与孙某婚后育有一女，近年来因家庭琐事经常发生争吵，导致夫妻感情破裂。夫妻二人向辖区司法所寻求帮助，因未能缓和关系，在司法所工作人员带领下，来到双山人民法庭起诉离婚。 经承办法官与双方当事人沟通，得知双方争议焦点是女儿的抚养权问题，李某希望孩子归父亲孙某抚养。考虑到该案涉及未成年子女的抚养权问题，承办法官认为一纸判决并不能彻底解决双方的矛盾，于是组织双方当事人进行调解。 承办法官充分抓住当事人之间的情感纽带和情绪，从有利于未成年子女健康成长的角度出发，反复向双方释明子女抚养方面的法律法规，引导双方认识到是否获得子女抚养权，都不影响父母与子女的关系，双方都应当为子女的健康成长创造良好条件，提供必要的帮助和陪伴，让亲情延续下去。通过承办法官从法理、情理、伦理等多个角度耐心细致地调解，双方当事人充分考虑自身情况以及孩子目前生活状况后，终于达成一致意见，女儿由其父亲孙某抚养。 双山人民法庭始终坚持以人民为中心，把调解工作融入审判活动全过程，用柔性的司法手段实现法律的刚性要求，最大限度促进各类家事纠纷实质性化解，维护家庭和睦和社会和谐，实现法律效果和社会效果的有机统一。（双辽市法院）,556,http://jl.people.com.cn/n2/2024/0109/c349771-40707737.html,婚姻;离婚;夫妻
People.cn,2024/1/11,办了婚礼没领证，10.8万元彩礼分手后要还吗？,一对男女相处半年后办了婚礼并同居，但一直没领结婚证。如今双方感情破裂，男方给出去的10多万元彩礼能否要回来呢？近日，江苏省南通市中级人民法院对这起婚约财产纠纷维持了一审判决，酌定女方返还彩礼5.5万元。 2021年10月，小陈和小倩经人介绍相识。2022年4月，两人按照当地习俗订立婚约。当日，小陈给付小倩彩礼礼金18.8万元、定亲金银首饰五件等。小倩实收彩礼礼金10.8万元并赠送小陈钻戒一枚。次月，二人举办婚礼并生活在一起。后来，二人因为种种矛盾一直未到民政部门办理婚姻登记。 2022年9月，小陈外出务工，小倩则返回娘家居住生活。此后，小陈多次要求小倩返还彩礼，但双方协商后仅互相返还了首饰、钻戒等物品。由于小倩迟迟未返还10.8万元礼金，小陈将其告到了法院。 法庭上，小倩辩称，自己拒绝办理婚姻登记的原因在于没有选到合适的日子，不是不想办理婚姻登记，且自己在与小陈同居过程中出现了怀孕、流产的事情，身体也受到了伤害，不同意返还彩礼。小陈认为，小倩在不停地找借口拒绝办理婚姻登记，且自己不知道小倩流产的事情，现在双方感情已经破裂，小倩理应返还彩礼。 江苏省如东县人民法院审理后认为，根据法律规定，给付彩礼后双方未办理结婚登记手续的，一方请求返还按照习俗给付的彩礼，应当予以支持。本案中，小陈与小倩订立婚约后，按照当地习俗给付的现金以及金银首饰等，属于彩礼范畴。现双方因故分手，且未办理结婚登记手续， 二人缔结婚姻的目的无法实现，故小陈可以依法请求返还彩礼。 同时，法院认为，彩礼是否返还以及返还的具体数额问题应当根据案件的具体情况，综合考虑双方共同生活的时间、彩礼数额、彩礼用途、是否生育子女，并结合当地风俗习惯等因素酌情确定。最终，法院判决小倩返还彩礼礼金5.5万元。 一审宣判后，小陈不服提起上诉。南通中院经审理维持了原判。 （顾建兵 吴振宇） 共同生活时间长短、有无妊娠等影响彩礼返还数额，“彩礼返还的基本判断原则是当事人是否缔结婚姻关系并办理婚姻登记。若给付彩礼后已经结婚并且办理婚姻登记的，原则上彩礼不予返还，只有在未办理婚姻登记或者一些特殊情形下才支持当事人的返还请求，同时应当考量各种因素确定是否返还及返还多少。”该案二审合议庭审判长钱泊霖介绍，依据《最高人民法院关于适用〈中华人民共和国民法典〉婚姻家庭编的解释（一）》第五条规定，当事人请求返还按照习俗给付彩礼的，如果查明属于以下情形，人民法院应当予以支持：（一）双方未办理结婚登记手续；（二）双方办理结婚登记手续但确未共同生活；（三）婚前给付并导致给付人生活困难。适用前款第二项、第三项的规定，应当以双方离婚为条件。该规定的合理性在于，彩礼给付原本就是为了双方能够结婚，若最终双方未能办理结婚登记，也就是未能结婚，则彩礼给付的目的明显落空，故应当允许给付方要回彩礼。至于彩礼应当返还多少，首先应考虑当事人是否有共同生活且共同生活时间的长短，这是确定彩礼返还具体金额最重要的考量因素。因为共同生活越久，给付方给付彩礼的目的实现程度就越高。同时，影响彩礼返还金额的其他重要因素还包括双方是否生育和抚育子女，女方是否存在怀孕、终止妊娠等情形。因为按照中国传统观念，生儿育女同样是结婚的重要目的之一，且关系破裂而终止妊娠对女方生理和心理上会有显著不利影响，应当考虑对其予以金钱抚慰。 本案中，小陈与小倩虽按照当地习俗举办了婚礼仪式，但因故未办理婚姻登记，故小陈有权要求小倩返还彩礼。同时法院考虑到二人的同居事实、女方曾经终止妊娠以及当地的风俗习惯等，酌情判决小倩返还彩礼的数额。 值得一提的是，《最高人民法院关于审理涉彩礼纠纷案件适用法律问题的规定（征求意见稿）》第六条规定，未办理结婚登记但双方已共同生活，一方请求返还按照习俗给付的彩礼的，人民法院应当根据共同生活时间、彩礼实际使用及嫁妆情况、有无孕育子女、双方过错等事实，结合当地习俗，确定是否返还以及返还的具体比例。钱泊霖指出，已登记结婚而后离婚并引发彩礼返还的纠纷中，在具体返还金额上，除了应当关注夫妻共同生活的持续时间长短之外，还应当考虑离婚双方当事人的归因与归责因素，以及在共同生活过程中，女方是否存在怀孕、流产等情形，这为司法实践中如何进一步合理确定彩礼返还规则，妥当平衡当事人利益提供了依据。,1762,http://yn.people.com.cn/n2/2024/0111/c361322-40710346.html,婚姻登记;结婚登记;婚姻;结婚;离婚;彩礼;婚约;夫妻;婚礼
People.cn,2024/1/12,新旧婚姻观念碰撞下的红色法治洗礼,《小二黑结婚》是著名作家赵树理1943年发表的一部中篇小说，主要描写了抗战时期解放区一对青年男女为追求婚姻自由，冲破封建观念和守旧家长的阻挠，最终结为恩爱夫妻的感人故事。小说以晋冀鲁豫边区一偏僻农村发生的一起真实案件为背景，反映了当时社会变革下部分群众对封建婚姻旧俗的固执认知和接受新婚姻法洗礼后的思想变化。 1943年4月，赵树理到山西左权县搞农村调查，在和房东家一个亲戚拉家常时，得知那位亲戚有个侄子名叫岳冬至，是村里的民兵小队长，因为与该村女子智英祥自由恋爱，结果被村里几个爱慕智英祥的青年失手打死。相关部门获悉这一情况后，经过多次侦讯，案情最终大白，依法惩办了凶手。 赵树理获悉事情原委后，随即进行了调查，发现男女两家都不支持两人的“自由恋爱”，反而认为岳冬至被打死虽然不该，但“教训教训”则是理所当然的，村民也大多持有同样的观点。而当时，晋冀鲁豫边区政府制定的《晋冀鲁豫边区婚姻暂行条例》已经颁布一年多，其第四章第十条就明确规定，结婚须男女双方自愿，任何人不得强迫。此外，对订婚、解除婚约、结婚、离婚、子女问题也有明确的规定。由于该村偏僻，村民对此一无所知，反而认为这起案子是年轻人之间“争风吃醋”所引发的。 为了解决在边区普遍存在的这一社会问题，提高边区人民群众的思想觉悟，赵树理以岳冬至为原型创作了《小二黑结婚》，并将故事结果由悲剧改为了喜剧，借此宣传新婚姻法。小说一经问世，经过多方宣传，边区群众对男女婚姻自由的原则有了认识，也开始重新审视“岳冬至一案”，思想发生了较大变化。越来越多的边区男女青年冲破封建枷锁，自由恋爱、自主结婚，逐渐从封建思想的束缚中解脱了出来，并且还激发了更多妇女积极参与到革命事业中来。 小说原型人物生活在晋冀鲁豫边区，地处四省交界区域，地理环境封闭、交通条件落后，传统封建伦理和宗法家族势力一直以来对人们的思想和行为有着强大的影响力和控制力。 随着晋冀鲁豫边区政府的建立，中国共产党对边区政治、经济、思想文化等诸多方面实施了社会改造，给广袤的农村带来巨大变化，旧的、不合理的现象受到冲击，边区群众在思想观念、行为方面也开始发生变化。但当地婚姻家庭关系深受封建伦理影响，早婚、买卖婚姻、男女不平等等旧式观念与习惯一度影响着边区群众的婚姻家庭关系。 为了改变这一状况，晋冀鲁豫边区政府制定并颁布了一系列新的婚姻法规，对边区固有的封建婚姻制度实施深度改造，相继制定并颁布了《晋冀鲁豫边区婚姻暂行条例》《晋冀鲁豫边区婚姻暂行条例施行细则》《晋冀鲁豫边区妨害婚姻治罪暂行条例》。边区政府的婚姻法规以“婚姻自由”“婚姻自主”为基本原则，规定在男女自愿基础上的结合是婚姻关系建立的前提，废除买卖婚姻、早婚等旧式婚姻陋俗，明确男女在婚姻家庭关系中具有平等地位，赋予夫妻任何一方向政府请求离婚的权利。 边区政府通过制定与实施相关婚姻法规，倡导婚姻自由、婚姻自主的观念，极大地改变了边区群众对旧式婚姻家庭关系的态度，打破了压在妇女身上沉重的枷锁，极大地保护了女性群体的自身利益，为边区男女平等的婚恋观提供了制度保障，给边区传统婚姻家庭关系带去很大的变化：一是初步动摇了旧婚姻制度的基础，边区婚姻制度出现了新面貌；二是促使妇女更广泛地参加各种生产活动，进一步发挥了妇女的力量，增进了边区各个家庭的和睦与团结，巩固了边区的社会秩序；三是促进了边区农村男女地位平等，提高了妇女地位，是妇女解放的重要组成部分。 在新婚姻条例颁布施行后，边区呈现出一片新气象，买卖婚姻减少，童养媳和早婚现象得到控制，寡妇改嫁已为大多数人接受，新式婚礼开始出现。边区群众经过红色法治洗礼，婚姻自由得到保障，极大解放了几千年来被压抑的人性，体现了中国共产党在婚姻革命和法治建设中的政治智慧与立法技术，也为新中国成立后的法治建设提供了重要借鉴。（刘盈辛）,1572,http://yn.people.com.cn/n2/2024/0112/c361322-40711445.html,婚姻;结婚;离婚;婚恋;早婚;婚约;恋爱;夫妻;婚礼
People.cn,2024/1/13,深圳除夕当天可办理结婚登记,“2·14情人节当天可以办理结婚登记吗？“除夕当天婚姻登记处上班吗？”……年关将至，关于婚姻业务的咨询业务也多了起来。记者从深圳市民政局获悉，2月9日(星期五)除夕当天，深圳市各婚姻登记处正常上班，市民可提前预约当天进行婚姻登记。 市民政局透露，深圳市各区民政部门婚姻登记机关“五一”“十一”“元旦”节假日当日上班一天，其他法定节假日正常放假。 按照国务院办公厅发布2024年放假安排，2月9日(星期五)除夕正常上班，深圳各婚姻登记处也正常开展工作；但是2月14日“情人节”在春节假期期间，不开展婚姻登记服务。 市民政局提醒，市民可通过“广东民政婚姻登记网上预约系统”和“粤省事”小程序按需求进行预约。广东省婚姻登记预约系统可提前1天预约，最长可预约15天内的号源，预约系统每天上午8∶30更新号源，须提前1个自然日(24小时)申请。 深圳各婚姻登记处全力满足市民群众的婚姻登记需求。如遇预约系统满号，市民可在当日前往各区民政部门婚姻登记处现场申请办理婚姻登记。（记者 窦延文）,439,http://sz.people.com.cn/n2/2024/0113/c202846-40712666.html,婚姻登记;结婚登记;婚姻;结婚
China News Service,2024/1/14,当前青年新型婚恋观研究,年轻人压力增加，时间精力大多都投入到了工作和事业里，剩余的时间也优先留给自己放松身心、回归自我，交给恋爱的时间少之又少，从而缺乏让青年深入了解别人的空间。 对青年而言，婚恋观是人生观的重要组成部分。1932年，张竞生教授提出“爱情四定则”：“爱情是有条件的，爱情是可比较的，爱情是可变迁的，夫妻为朋友的一种。”这在彼时显得石破天惊，却一定程度上体现了当下中国青年的婚恋观。究其原因，发端于社会、经济、思想文化的变革逐步形成了当下年轻人对婚恋多元性的追求与实践。 婚恋独立性。对个体独立人格的追求，塑造了“婚恋以独立为先”的价值取向。近年来，在网络流行用语中，“亲密关系”逐渐取代“恋爱”成为形容男女关系的热词。这一细微区别间接体现了当代青年的情感倾向：他们崇尚“亲密有间”，强调在恋爱中保持相对独立的生活场域。这种情感倾向不仅涉及个体在亲密关系中的独立性，更触及了诸如“是否必须进入亲密关系”“是否有必要结婚”等婚恋领域青年观念的变化。 婚恋条件性。对理性分析思维的认同，催生了“婚恋取决于条件”的行为模式。伴随着“生活成本”事实与“生活品质”追求之间张力的日益增长，似乎陪伴彼此的恋人不仅是鲜活的人，还是人格、才能、财产、原生家庭等多重条件的集合。因此，年轻人对婚恋关系往往持审慎态度：一方面，他们将对方在关系确立前后的付出意识纳入考量；另一方面，他们还会将对方的物质积累、发展潜力作为决定是否推进婚姻关系的标准。 婚恋多元性。随着互联网技术与文化的普及，青年社交活动的范围广度、类型丰富度与选择自由度迅速上升。具体到爱情领域，尽管年轻人仍倾向于用积极正面的形容词描述爱情，表达其潜藏于心的“一生一代一双人”式美好期许，但面对现实的婚恋问题时，他们较前辈往往更容易对自己和恋人失去耐心，在诸如“姐妹快跑”“不分手留着过年”的声音中得出“所托非人”的结论。 自我意识成为青年新型婚恋观的“水龙头”。如今的年轻人多为独生子女，自我意识使得个体对“自我实现”和“爱情生活”的独立性得以充分表达，导致对个体的边界意识以及对自身损益的敏感性增强，为婚恋条件性的形成奠定了基础。正所谓“爱情不能成为降低生活质量的理由，婚恋不能成为禁锢自我实现的牢笼”，随着自我意识的强化，婚恋中的“逃跑主义”应运而生：青年人给自己的婚恋做起了“成本-收益”的经济分析，一旦这一结果不利，则会导致分手以求自保，重启选择“独美”的简单模式。在爱情领域，泛滥的自我意识不仅阻断了情侣间不可或缺的情感交互，更为情侣间的互不信任乃至两性对立埋下了种子。 网络传媒成为青年新型婚恋观的“放大器”。社交网络上的“晒幸福”“秀恩爱”让年轻人向往爱情，亦在潜移默化中将恋爱教条化、模板化。社交网络的放大效应也一定程度上也加剧了性别隔阂。随着暧昧、PUA、出轨、家暴等负面新闻接连曝光，年轻人对婚姻的恐惧也水涨船高：他们开始担心此类现象的普遍性，从而对异性的信任感降低，对恋爱和婚姻逐渐失望。在社交网络中，这些失望加剧了年轻人对相对群体的厌恶心理。 经济形势是青年新型婚恋观的“催化剂”。一方面，当前收入和前景预期的收缩，催生了年轻人内心的焦虑情绪，致使“婚恋取决于条件”的观念趋于固化；另一方面，就业压力及其诱发的“社畜文化”进一步压缩了个体的可支配自由时间，降低了其在包容度方面的阈值，进而变相强化了“婚恋以独立为先”的取向。年轻人压力增加，时间精力大多都投入到了工作和事业里，剩余的时间也优先留给自己放松身心、回归自我，交给恋爱的时间少之又少，从而缺乏让青年人深入了解别人的空间。也正因此，诸如“恋爱靠边，搞钱第一”的口号才得以获得年轻人的自发认同。 婚恋观的健全与否不仅对青年的人生观、世界观和价值观有着重要影响，更在潜移默化中塑造着其人生轨迹。引导青年树立理性的婚恋观切中肯綮，利在家国。相关对策的研判与实施应遵循主观与客观相结合的基本原则，在引导青年形成对个体、社会的正确认知的同时，为青年提供优质和谐的社交环境。 规范和谐网络环境。价值观念在一定社会的文化中是起中轴作用的，文化的影响力首先是价值观念的影响力。网络主管部门要注意凸显社会主义核心价值观的引领作用，强化主流婚恋价值观的弘扬，引导青年人明确恋爱底线，理性审视和自觉抵制拜金主义、享乐主义、性自由等西方错误思潮，全面客观地看待恋爱中的各种矛盾和问题，筑牢思想防线，提升恋爱道德和恋爱责任意识。 打造恋爱思政课堂。高校作为青年发展的主阵地，应当把恋爱问题、婚姻问题创新纳入思政课堂，应当勇于直面学生和问题，深入了解大学生的实际需求，利用生动的语言、现实的案例为青年学生塑造崇高的爱情理想，提高大学生对于恋爱观教育的认同度。 树立理性的婚恋观。在当今社会，清醒和现实已经几乎成了对身处爱情中的男女的最高评价，而“爱情”两个字的本质大家却心照不宣地不再提及。当你要求别人专一时，自己先要做到专一。当你要求别人付出时，自己也要有为爱付出的勇气。唯有真诚，才是“必杀技”。 许凝,2048,https://www.chinanews.com.cn/sh/2024/01-14/10145732.shtml,婚姻;结婚;婚恋;恋爱;夫妻;情侣;恋人;家暴
China News Service,2024/1/18,中国最高法发文明确禁止借婚姻索取财物,中新社 北京1月18日电 (记者 张素)中国最高人民法院18日对外发布的一份司法文件明确，禁止借婚姻索取财物。 《最高人民法院关于审理涉彩礼纠纷案件适用法律若干问题的规定》(下称《规定》)共7条，将从2024年2月1日起施行。最高法表示，涉彩礼纠纷案件数量近年呈上升趋势，甚至出现因彩礼返还问题引发的恶性刑事案件，制定《规定》旨在回应关切、总结经验。 在司法实践中，超出家庭正常开支的彩礼成为很多家庭的沉重负担，甚至有人借彩礼之名行诈骗之实。《规定》为此明确，“一方以彩礼为名借婚姻索取财物，另一方要求返还的，人民法院应予支持”。 针对彩礼认定范围这一重点难点问题，《规定》称，可以根据一方给付财物的目的，综合考虑双方当地习俗、给付的时间和方式、财物价值、给付人及接收人等事实，认定彩礼范围。 《规定》还以反向排除方式明确几类不属于彩礼的财物，包括“一方在节日、生日等有特殊纪念意义时点给付的价值不大的礼物、礼金”“一方为表达或者增进感情的日常消费性支出”等，认为在婚约解除或离婚时可以不予返还。 当前，实践中存在婚约双方的父母能否作为诉讼当事人的争议问题。《规定》在考虑传统习俗的基础上，区分“婚约财产纠纷”“离婚纠纷”两种情况，并明确，“婚约财产纠纷中，婚约一方及其实际给付彩礼的父母可以作为共同原告；婚约另一方及其实际接收彩礼的父母可以作为共同被告”。 此外，最高法就制定这份司法文件向社会公开征求意见时，有的反馈意见认为不应将是否孕育作为彩礼返还的考量因素。但考虑到女性在妊娠、分娩、抚育子女等方面的付出，《规定》明确将此作为酌情减少彩礼返还甚至不予返还的考量因素。(完) 【,692,https://www.chinanews.com.cn/sh/2024/01-18/10148439.shtml,婚姻;离婚;彩礼;婚约
China News Service,2024/1/18,彩礼有了最新司法解释 律师解读嫁妆怎么算,中新网 1月18日电 近年来，多地彩礼数额持续走高，涉彩礼纠纷案件数量呈上升趋势，为妥善审理涉彩礼纠纷案件、平衡双方利益，最高人民法院今天发布审理涉彩礼案件司法解释。其中明确了“一方以彩礼为名借婚姻索取财物，另一方要求返还的，人民法院应予支持。”明确了不属于彩礼的几种财物，第一是一方在节日、生日等有特殊纪念意义时点给付的价值不大的礼物、礼金；第二是一方为表达或者增进感情的日常消费性支出；第三是其他价值不大的财物。但是如何认定价值不大还需要在实践中具体判断。同时，规定明确了双方父母在彩礼返还的纠纷中可以作为原被告。新增两种彩礼返还的例外情况，第一种是已办理结婚登记且共同生活，在该种情况下，彩礼一般不支持返还，但共同生活时间较短且彩礼数额过高，可以由法院根据具体情况进行裁量。第二种是双方未办理结婚登记但已共同生活，该种情况下也可以由法院根据具体情况进行裁量。法院裁量时“应当根据彩礼实际使用及嫁妆情况，综合考虑共同生活及孕育情况、双方过错等事实，结合当地习俗，确定是否返还以及返还的具体比例”。 针对彩礼已有最新的司法解释，那么有网友提出疑问女方父母给的嫁妆在财产方面该怎么算？北京岳成律师事务所岳屾山律师表示，嫁妆在实践中一般根据《中华人民共和国民法典》的相关规定，在婚前由父母赠与子女的，属于受赠子女的个人财产，而在婚后赠与子女的，如果没有特别说明，归夫妻双方共有。,588,https://www.chinanews.com.cn/sh/2024/01-18/10148447.shtml,结婚登记;婚姻;结婚;彩礼;夫妻
